elbow_angle,back_angle,hip_angle,knee_angle,exercise
141.46506337583608,176.57352117749818,175.89464690628242,178.49463472158206,pushup
77.67665535862852,126.96542002792276,121.501952020567,169.354644670634,pushup
119.85757452772997,174.20504443361588,163.47064915930108,154.35121896635283,pushup
173.17790116234215,170.8780324689235,170.53113785732907,179.20724522360692,pushup
162.7775682766192,172.15599311599934,171.40586234285664,178.32088239693545,pushup
169.5159877492235,166.2249706472089,159.85152611265178,165.47291175940776,pushup
127.98170195046308,179.25630583728474,174.86008069271617,169.61235634538653,pushup
98.26325989897111,168.8564326348107,166.1091506049168,173.59951746739057,pushup
153.4804984155957,166.16918949611195,160.59488177578953,167.54370296959297,pushup
177.6639565377525,113.4239550542748,93.4926297906643,120.86653874181208,pushup
142.2499949292283,167.16582333625465,161.73919917172773,167.2070557279862,pushup
169.5501095851534,163.29762640980726,158.6706072471258,169.71008887457674,pushup
149.23310974442012,151.88475539234642,144.04372929043257,161.1678741098486,pushup
77.63644300410661,178.29292181625576,149.5363304227305,100.09997192514692,pushup
132.31371390662883,157.02408844595203,164.69379306634673,161.237418413514,pushup
68.83360023360763,178.52691114526186,144.8736159453784,92.39471047255992,pushup
79.01327708773435,160.77151040233284,164.00998852034022,104.8665106405391,pushup
