elbow_angle,back_angle,hip_angle,knee_angle,stage,label
110.49579759729504,166.3701148697442,169.29074078148102,158.8916605649297,bottom,correct
161.69188594783662,163.44421724979762,170.7708545241278,154.16762517785187,top,correct
150.03343504076582,177.60822334361822,175.88650082650668,160.27633336012497,top,correct
86.41795786954447,176.00892032062148,168.34065852981266,156.4912471934826,bottom,correct
163.88924241620057,175.8561846875405,172.68381978860674,153.6915904853555,top,correct
87.67965614986241,151.85307183067957,164.5738501680714,156.17089941557,bottom,correct
86.24955098379229,168.7180622444556,160.2970124155934,63.9904527749764,bottom,correct
161.4318242671758,174.76461419591166,173.01407508740368,174.71898239285352,top,correct
85.40479557103072,151.114632861506,173.92457788952947,167.10400561181734,bottom,correct
159.8669087138566,166.43941566301095,165.79107855513013,154.33110736248815,top,correct
93.11369884941796,149.3718440887672,174.12006173627728,163.98630315503755,bottom,correct
161.3244694535501,167.4323286191529,168.55947441578155,148.16536153546264,top,correct
85.25618072988163,171.0309766773918,168.2403163283305,153.97958281213786,bottom,correct
155.87362630305142,162.1946661845634,163.73186066631138,94.12297535221,top,correct
89.36683982334017,172.75723849789017,169.27789504050088,141.43981452789424,bottom,correct
153.77424320117166,166.22498993126902,165.58600848478812,124.48462031458482,top,correct
98.7871923781346,178.2466088577409,173.3439879879995,130.56670258473935,bottom,correct
152.34301427483314,166.93007858073557,165.29707841122033,108.80606045938684,top,correct
90.06893549803743,151.25106768518793,165.48211707594305,148.2861452520322,bottom,correct
153.61726420490118,158.33918967008492,164.69356044207575,136.33444427714218,top,correct
150.20544600467505,164.47434566107924,164.17667796665114,122.4323554557938,top,correct
92.40130410790988,172.3878368491422,166.07101296900296,133.75441361732848,bottom,correct
113.1425882427126,154.85528734451705,162.85297434532742,146.20269815576845,bottom,correct
154.09794650720002,157.07582419797382,163.4149383616751,66.12048079671986,top,correct
88.96307312622832,167.2241941348435,172.5487031883505,97.3322643303654,bottom,correct
117.17876784416048,149.1472156138315,161.42039452319892,135.36631017003643,bottom,correct
154.53940490863815,157.67112689424695,164.04011792560408,119.57080363121014,top,correct
150.1171937474627,164.80366479718944,168.17333498166997,139.7261074902882,top,correct
119.05458795418797,177.44604318471056,168.42469018488103,144.3015652912983,bottom,correct
95.64097729805826,179.7560346763952,179.6217189516981,160.90052023669062,bottom,correct
89.6360183711866,109.8771877424475,175.19905346994554,159.82766807514815,bottom,correct
85.50784972396639,103.90693217112634,179.97937537672672,167.6372458928446,bottom,correct
86.54268067005279,114.80550308190834,175.5005045915047,165.62617237501294,bottom,correct
88.91460002029856,119.94540585428456,172.8355119056436,156.42371946039,bottom,correct
94.88554043909556,116.72659595833522,171.50128988845017,159.21279291988463,bottom,correct
92.61107603731584,111.9756338296816,174.05840258289294,160.1980803175864,bottom,correct
98.63826473185344,109.94410684632992,174.46490444089957,160.9332040528277,bottom,correct
95.95790435486106,103.84310207380727,172.96464655016328,165.32065247455958,bottom,correct
102.31292971615522,103.91757722230474,175.9749173994793,163.76881242621752,bottom,correct
101.80635742122922,102.62496336856238,177.49718723698288,159.86111438006571,bottom,correct
104.2083724599308,107.4601464645936,178.65882269463327,162.12273515853963,bottom,correct
101.47859735739117,104.4442522945901,173.6730324236505,162.29856849582129,bottom,correct
99.33841015233536,101.94506548890143,172.00977993521386,164.7765317861802,bottom,correct
100.40466222087508,178.57635667184144,175.17113835745727,164.71212149984342,bottom,correct
163.00714906685468,168.44353094259696,170.17936769854248,179.60138663505825,top,correct
159.67452889368528,176.22911394027045,177.43474141151674,163.8437015921683,top,correct
111.61393018501968,156.98161274027456,173.8963131388387,159.9345802868327,bottom,correct
169.99012555166232,178.75677850874425,176.0579570334,152.8390755091394,top,correct
94.47089187089688,165.6126883185255,176.42448648100606,173.8011814858842,bottom,correct
151.38151765645543,165.12789830194683,174.71665449954332,160.86807989211204,top,correct
158.17446810781416,171.9498676720588,171.65346957804957,157.51740040404374,top,correct
114.60421200562207,174.99590590374575,164.16500707422972,164.1554060495114,bottom,correct
164.89873091009773,156.76655264805677,171.96766197322373,153.4332711910944,top,correct
151.27599448323815,166.33156523370448,176.5403330563935,154.09357870290904,top,correct
91.35436515082596,168.57617035236046,177.13962452435476,149.81873374696104,bottom,correct
155.56420546568862,166.157773879668,171.92637136715,150.6956037261953,top,correct
117.45464098614733,177.34468621434567,168.4015716667175,150.92912399716167,bottom,correct
106.89898945901936,169.0116463003002,164.13018119701363,157.3469268961356,bottom,correct
161.036100445377,172.06678671390193,170.13408494127418,156.74573505190344,top,correct
84.31693541320897,178.89427786870263,175.0744601157978,162.153239365723,bottom,correct
157.06995090283849,177.84832776442695,174.1464814315449,166.94702764076624,top,correct
84.52270060655587,170.8103778710228,178.4486276478819,166.4855702333258,bottom,correct
151.39619810852983,177.89269645206195,171.7443331587336,147.7917891921744,top,correct
104.70826659135388,159.74732548282836,175.82808145610466,152.01040745980185,bottom,correct
82.86189707883847,171.80224998280448,173.12888525907132,156.80152132043753,bottom,correct
155.83184554458737,177.1933926173837,175.40962355251605,154.06413693542564,top,correct
80.22781132622788,171.09197559909168,158.4832549579417,153.67166650432955,bottom,correct
157.78507540014058,165.27549642587448,173.6129461897082,156.09230348171292,top,correct
92.6732665589322,167.13167237771728,172.32370293303225,160.17080352787312,bottom,correct
161.54936568652178,175.79197569906006,173.69120788375997,154.88074034752037,top,correct
85.06602859343576,146.56030553408877,162.4104002232169,148.40039902483298,bottom,correct
94.94880189557256,175.71719011771836,167.45639105632665,73.81032483236575,bottom,correct
163.02635266124372,174.33077974575878,175.52092926650272,168.71683300855688,top,correct
89.79754618463386,139.77696275668842,179.10003633175145,178.56241036458908,bottom,correct
161.8803303802943,156.90098406253514,145.99288937175098,144.22908451096922,top,correct
165.25229953763989,149.68641372002185,162.6677710349197,153.35715531978428,top,correct
164.36947204181223,148.45186795747176,166.0858798525658,161.79606123734325,top,correct
155.75621152439427,154.8799611706793,164.2048406678405,163.18697497929634,top,correct
105.1231144636166,128.87511753994522,170.90985592981767,154.26064580329546,bottom,correct
103.51867975464262,132.6292546470385,165.58699901684713,145.6756372481438,bottom,correct
107.71516966105008,129.6954973258047,178.6612374206455,165.28211558653516,bottom,correct
95.37641196869627,130.38260653829045,165.28164544423367,151.91151111745577,bottom,correct
113.25991165608173,120.19970742447858,178.97270150305954,163.75572492579894,bottom,correct
115.7789929927242,128.55957323183924,172.52748864547817,150.33121479272768,bottom,correct
151.444412857722,148.54104936066676,170.7774618639458,137.35603502569563,top,correct
119.59557297292524,119.38510767922044,171.74618904896553,151.8050901118761,bottom,correct
108.93738339381552,113.05502164237816,178.49101259583782,166.1708198266455,bottom,correct
116.5318717114913,120.99042662549104,173.40595946530752,157.22446950841112,bottom,correct
